configuration,reachable_points,total_points,workspace_volume,increase_percent,max_forward_x,mean_manipulability,mean_joint_margin
LIFT_ONLY,833,1440,0.0977907291666664,0,0.677083333333333,0.0948813878854552,0.131780092686084
LIFT_YAW,1030,1440,0.120917708333333,23.6494597839136,0.70625,0.214167657759232,0.0962506509142737
LIFT_PITCH,976,1440,0.114578333333333,17.1668667466987,0.70625,0.220035632624384,0.12009818051198
LIFT_YAW_PITCH,1119,1440,0.1313659375,34.3337334933974,0.735416666666667,0.360925796018115,0.102576515336112
